participant_id,key,framing,action_type,question,value
254,Republican,Directionality,Truth Dependent,Certainty,0
255,Republican,ThinkBelieve,Symbolic,Action,-3
255,Republican,ThinkBelieve,Symbolic,Certainty,-3
256,AI,ThinkBelieve,Truth Dependent,Action,-2
256,AI,ThinkBelieve,Truth Dependent,Certainty,-2
257,Republican,ThinkBelieve,Truth Dependent,Action,3
257,Republican,ThinkBelieve,Truth Dependent,Certainty,0
258,Republican,ThinkBelieve,Truth Dependent,Action,0
258,Republican,ThinkBelieve,Truth Dependent,Certainty,0
259,Aliens,BinaryProbable,Symbolic,Action,-2
259,Aliens,BinaryProbable,Symbolic,Certainty,-3
260,Chickens,Directionality,Symbolic,Action,-2
260,Chickens,Directionality,Symbolic,Certainty,-3
261,AI,BinaryProbable,Truth Dependent,Action,2
261,AI,BinaryProbable,Truth Dependent,Certainty,-2
262,Aliens,Directionality,Symbolic,Action,-3
262,Aliens,Directionality,Symbolic,Certainty,-3
263,AI,BinaryProbable,Symbolic,Action,2
263,AI,BinaryProbable,Symbolic,Certainty,1
264,Aliens,ThinkBelieve,Symbolic,Action,-1
264,Aliens,ThinkBelieve,Symbolic,Certainty,-3
265,AI,BinaryProbable,Truth Dependent,Action,-3
265,AI,BinaryProbable,Truth Dependent,Certainty,-3
266,Republican,BinaryProbable,Truth Dependent,Action,0
266,Republican,BinaryProbable,Truth Dependent,Certainty,1
267,Aliens,ThinkBelieve,Symbolic,Action,-2
267,Aliens,ThinkBelieve,Symbolic,Certainty,-3
268,Jesus,ThinkBelieve,Truth Dependent,Action,-2
268,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
269,Republican,BinaryProbable,Truth Dependent,Action,-1
269,Republican,BinaryProbable,Truth Dependent,Certainty,-3
270,Chickens,ThinkBelieve,Symbolic,Action,-3
270,Chickens,ThinkBelieve,Symbolic,Certainty,-3
271,AI,BinaryProbable,Symbolic,Action,-2
271,AI,BinaryProbable,Symbolic,Certainty,-3
272,Jesus,Directionality,Truth Dependent,Action,2
272,Jesus,Directionality,Truth Dependent,Certainty,-2
273,Republican,ThinkBelieve,Truth Dependent,Action,-2
273,Republican,ThinkBelieve,Truth Dependent,Certainty,-2
274,Chickens,ThinkBelieve,Symbolic,Action,-3
274,Chickens,ThinkBelieve,Symbolic,Certainty,-3
275,Aliens,Directionality,Symbolic,Action,-3
275,Aliens,Directionality,Symbolic,Certainty,-3
276,Chickens,ThinkBelieve,Symbolic,Action,1
276,Chickens,ThinkBelieve,Symbolic,Certainty,3
277,Jesus,BinaryProbable,Truth Dependent,Action,3
277,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
278,Chickens,Directionality,Truth Dependent,Action,1
278,Chickens,Directionality,Truth Dependent,Certainty,1
279,Chickens,BinaryProbable,Symbolic,Action,1
279,Chickens,BinaryProbable,Symbolic,Certainty,0
280,Jesus,ThinkBelieve,Truth Dependent,Action,-2
280,Jesus,ThinkBelieve,Truth Dependent,Certainty,-2
281,Jesus,Directionality,Symbolic,Action,-2
281,Jesus,Directionality,Symbolic,Certainty,-1
282,Jesus,Directionality,Symbolic,Action,3
282,Jesus,Directionality,Symbolic,Certainty,2
283,Jesus,Directionality,Truth Dependent,Action,1
283,Jesus,Directionality,Truth Dependent,Certainty,-2
284,Chickens,BinaryProbable,Truth Dependent,Action,1
284,Chickens,BinaryProbable,Truth Dependent,Certainty,2
285,Chickens,ThinkBelieve,Truth Dependent,Action,2
285,Chickens,ThinkBelieve,Truth Dependent,Certainty,-3
286,AI,Directionality,Symbolic,Action,2
286,AI,Directionality,Symbolic,Certainty,-3
287,Chickens,BinaryProbable,Symbolic,Action,0
287,Chickens,BinaryProbable,Symbolic,Certainty,-3
288,Chickens,BinaryProbable,Symbolic,Action,-2
288,Chickens,BinaryProbable,Symbolic,Certainty,-3
289,Chickens,BinaryProbable,Symbolic,Action,-3
289,Chickens,BinaryProbable,Symbolic,Certainty,-3
290,Jesus,Directionality,Truth Dependent,Action,-3
290,Jesus,Directionality,Truth Dependent,Certainty,-3
291,Jesus,ThinkBelieve,Symbolic,Action,2
291,Jesus,ThinkBelieve,Symbolic,Certainty,-3
292,Republican,ThinkBelieve,Truth Dependent,Action,-2
292,Republican,ThinkBelieve,Truth Dependent,Certainty,-1
293,Aliens,Directionality,Truth Dependent,Action,0
293,Aliens,Directionality,Truth Dependent,Certainty,-1
294,AI,ThinkBelieve,Truth Dependent,Action,-3
294,AI,ThinkBelieve,Truth Dependent,Certainty,3
295,Aliens,ThinkBelieve,Symbolic,Action,0
295,Aliens,ThinkBelieve,Symbolic,Certainty,-2
296,AI,Directionality,Symbolic,Action,-3
296,AI,Directionality,Symbolic,Certainty,-3
297,Jesus,BinaryProbable,Symbolic,Action,-2
297,Jesus,BinaryProbable,Symbolic,Certainty,-3
298,Chickens,BinaryProbable,Truth Dependent,Action,-2
298,Chickens,BinaryProbable,Truth Dependent,Certainty,-2
299,Republican,ThinkBelieve,Symbolic,Action,-3
299,Republican,ThinkBelieve,Symbolic,Certainty,-3
300,Chickens,ThinkBelieve,Symbolic,Action,-2
300,Chickens,ThinkBelieve,Symbolic,Certainty,-2
301,Aliens,ThinkBelieve,Symbolic,Action,-1
301,Aliens,ThinkBelieve,Symbolic,Certainty,-2
302,AI,Directionality,Symbolic,Action,-3
302,AI,Directionality,Symbolic,Certainty,-3
303,Chickens,Directionality,Symbolic,Action,-2
303,Chickens,Directionality,Symbolic,Certainty,-3
304,AI,BinaryProbable,Truth Dependent,Action,-3
304,AI,BinaryProbable,Truth Dependent,Certainty,-2
305,Jesus,Directionality,Truth Dependent,Action,2
305,Jesus,Directionality,Truth Dependent,Certainty,-2
306,Jesus,ThinkBelieve,Truth Dependent,Action,1
306,Jesus,ThinkBelieve,Truth Dependent,Certainty,-1
307,Chickens,BinaryProbable,Truth Dependent,Action,-2
307,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
308,Republican,Directionality,Symbolic,Action,-2
308,Republican,Directionality,Symbolic,Certainty,-2
309,Aliens,Directionality,Truth Dependent,Action,-2
309,Aliens,Directionality,Truth Dependent,Certainty,0
310,Aliens,BinaryProbable,Symbolic,Action,-3
310,Aliens,BinaryProbable,Symbolic,Certainty,-3
311,AI,BinaryProbable,Truth Dependent,Action,-2
311,AI,BinaryProbable,Truth Dependent,Certainty,-3
312,Chickens,Directionality,Truth Dependent,Action,-2
312,Chickens,Directionality,Truth Dependent,Certainty,-1
313,Chickens,ThinkBelieve,Truth Dependent,Action,2
313,Chickens,ThinkBelieve,Truth Dependent,Certainty,3
314,Aliens,BinaryProbable,Symbolic,Action,-1
314,Aliens,BinaryProbable,Symbolic,Certainty,-2
315,Aliens,BinaryProbable,Symbolic,Action,-2
315,Aliens,BinaryProbable,Symbolic,Certainty,-3
316,Aliens,Directionality,Truth Dependent,Action,-1
316,Aliens,Directionality,Truth Dependent,Certainty,-3
317,AI,ThinkBelieve,Truth Dependent,Action,-2
317,AI,ThinkBelieve,Truth Dependent,Certainty,-2
318,Aliens,Directionality,Symbolic,Action,-3
318,Aliens,Directionality,Symbolic,Certainty,-3
319,Aliens,ThinkBelieve,Truth Dependent,Action,-2
319,Aliens,ThinkBelieve,Truth Dependent,Certainty,-2
320,Republican,BinaryProbable,Truth Dependent,Action,-1
320,Republican,BinaryProbable,Truth Dependent,Certainty,-3
321,Republican,BinaryProbable,Symbolic,Action,-3
321,Republican,BinaryProbable,Symbolic,Certainty,3
322,AI,Directionality,Truth Dependent,Action,-2
322,AI,Directionality,Truth Dependent,Certainty,-1
323,AI,ThinkBelieve,Symbolic,Action,-2
323,AI,ThinkBelieve,Symbolic,Certainty,-3
324,Jesus,BinaryProbable,Truth Dependent,Action,-1
324,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
325,Republican,Directionality,Truth Dependent,Action,0
325,Republican,Directionality,Truth Dependent,Certainty,0
326,Jesus,BinaryProbable,Truth Dependent,Action,-2
326,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
327,Chickens,ThinkBelieve,Truth Dependent,Action,-3
327,Chickens,ThinkBelieve,Truth Dependent,Certainty,-3
328,AI,Directionality,Truth Dependent,Action,-2
328,AI,Directionality,Truth Dependent,Certainty,-2
329,Chickens,ThinkBelieve,Symbolic,Action,-2
329,Chickens,ThinkBelieve,Symbolic,Certainty,-3
330,Chickens,ThinkBelieve,Truth Dependent,Action,-3
330,Chickens,ThinkBelieve,Truth Dependent,Certainty,-3
331,AI,ThinkBelieve,Symbolic,Action,-1
331,AI,ThinkBelieve,Symbolic,Certainty,-1
332,Aliens,Directionality,Symbolic,Action,-1
332,Aliens,Directionality,Symbolic,Certainty,-2
333,Jesus,ThinkBelieve,Symbolic,Action,-2
333,Jesus,ThinkBelieve,Symbolic,Certainty,-2
334,Jesus,BinaryProbable,Symbolic,Action,2
334,Jesus,BinaryProbable,Symbolic,Certainty,-3
335,AI,BinaryProbable,Symbolic,Action,-3
335,AI,BinaryProbable,Symbolic,Certainty,3
336,Chickens,Directionality,Truth Dependent,Action,-2
336,Chickens,Directionality,Truth Dependent,Certainty,-2
337,Jesus,ThinkBelieve,Symbolic,Action,2
337,Jesus,ThinkBelieve,Symbolic,Certainty,-3
338,Chickens,BinaryProbable,Truth Dependent,Action,1
338,Chickens,BinaryProbable,Truth Dependent,Certainty,-1
339,Aliens,BinaryProbable,Truth Dependent,Action,-2
339,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
340,Chickens,BinaryProbable,Symbolic,Action,3
340,Chickens,BinaryProbable,Symbolic,Certainty,3
341,AI,ThinkBelieve,Truth Dependent,Action,-3
341,AI,ThinkBelieve,Truth Dependent,Certainty,-3
342,Republican,Directionality,Symbolic,Action,-2
342,Republican,Directionality,Symbolic,Certainty,2
343,Chickens,Directionality,Symbolic,Action,0
343,Chickens,Directionality,Symbolic,Certainty,0
344,AI,Directionality,Symbolic,Action,-1
344,AI,Directionality,Symbolic,Certainty,-2
345,Chickens,Directionality,Truth Dependent,Action,0
345,Chickens,Directionality,Truth Dependent,Certainty,-2
346,AI,ThinkBelieve,Symbolic,Action,-3
346,AI,ThinkBelieve,Symbolic,Certainty,-3
347,Jesus,ThinkBelieve,Truth Dependent,Action,-3
347,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
348,Aliens,Directionality,Symbolic,Action,-2
348,Aliens,Directionality,Symbolic,Certainty,-3
349,Jesus,Directionality,Symbolic,Action,2
349,Jesus,Directionality,Symbolic,Certainty,-3
350,Aliens,BinaryProbable,Symbolic,Action,-3
350,Aliens,BinaryProbable,Symbolic,Certainty,-3
351,Chickens,Directionality,Symbolic,Action,-3
351,Chickens,Directionality,Symbolic,Certainty,-3
352,Republican,BinaryProbable,Symbolic,Action,-2
352,Republican,BinaryProbable,Symbolic,Certainty,-2
353,Aliens,BinaryProbable,Truth Dependent,Action,1
353,Aliens,BinaryProbable,Truth Dependent,Certainty,-2
354,Republican,Directionality,Truth Dependent,Action,-2
354,Republican,Directionality,Truth Dependent,Certainty,-2
355,Jesus,ThinkBelieve,Truth Dependent,Action,-1
355,Jesus,ThinkBelieve,Truth Dependent,Certainty,-2
356,AI,BinaryProbable,Truth Dependent,Action,3
356,AI,BinaryProbable,Truth Dependent,Certainty,3
357,Aliens,Directionality,Symbolic,Action,-1
357,Aliens,Directionality,Symbolic,Certainty,-1
358,Aliens,ThinkBelieve,Symbolic,Action,1
358,Aliens,ThinkBelieve,Symbolic,Certainty,1
359,Jesus,Directionality,Truth Dependent,Action,2
359,Jesus,Directionality,Truth Dependent,Certainty,-3
360,AI,Directionality,Truth Dependent,Action,1
360,AI,Directionality,Truth Dependent,Certainty,-1
361,AI,BinaryProbable,Truth Dependent,Action,0
361,AI,BinaryProbable,Truth Dependent,Certainty,-2
362,Jesus,Directionality,Symbolic,Action,0
362,Jesus,Directionality,Symbolic,Certainty,-1
363,Jesus,ThinkBelieve,Truth Dependent,Action,3
363,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
364,Chickens,BinaryProbable,Symbolic,Action,0
364,Chickens,BinaryProbable,Symbolic,Certainty,-1
365,Republican,BinaryProbable,Symbolic,Action,-2
365,Republican,BinaryProbable,Symbolic,Certainty,-3
366,Republican,ThinkBelieve,Symbolic,Action,-3
366,Republican,ThinkBelieve,Symbolic,Certainty,-3
367,AI,BinaryProbable,Symbolic,Action,0
367,AI,BinaryProbable,Symbolic,Certainty,0
368,AI,ThinkBelieve,Truth Dependent,Action,1
368,AI,ThinkBelieve,Truth Dependent,Certainty,1
369,AI,ThinkBelieve,Truth Dependent,Action,2
369,AI,ThinkBelieve,Truth Dependent,Certainty,-2
370,AI,ThinkBelieve,Truth Dependent,Action,0
370,AI,ThinkBelieve,Truth Dependent,Certainty,1
371,AI,BinaryProbable,Truth Dependent,Action,-3
371,AI,BinaryProbable,Truth Dependent,Certainty,-3
372,Aliens,ThinkBelieve,Symbolic,Action,-2
372,Aliens,ThinkBelieve,Symbolic,Certainty,-2
373,Aliens,Directionality,Symbolic,Action,0
373,Aliens,Directionality,Symbolic,Certainty,0
374,Chickens,ThinkBelieve,Symbolic,Action,-2
374,Chickens,ThinkBelieve,Symbolic,Certainty,0
375,Chickens,ThinkBelieve,Symbolic,Action,-2
375,Chickens,ThinkBelieve,Symbolic,Certainty,-1
376,AI,ThinkBelieve,Truth Dependent,Action,2
376,AI,ThinkBelieve,Truth Dependent,Certainty,-3
377,Republican,BinaryProbable,Symbolic,Action,0
377,Republican,BinaryProbable,Symbolic,Certainty,0
378,Republican,Directionality,Truth Dependent,Action,1
378,Republican,Directionality,Truth Dependent,Certainty,-1
379,Aliens,BinaryProbable,Symbolic,Action,-3
379,Aliens,BinaryProbable,Symbolic,Certainty,-3
380,Aliens,Directionality,Symbolic,Action,-2
380,Aliens,Directionality,Symbolic,Certainty,-2
381,Chickens,Directionality,Symbolic,Action,0
381,Chickens,Directionality,Symbolic,Certainty,1
382,Jesus,ThinkBelieve,Symbolic,Action,3
382,Jesus,ThinkBelieve,Symbolic,Certainty,-3
383,Chickens,Directionality,Symbolic,Action,0
383,Chickens,Directionality,Symbolic,Certainty,0
384,Jesus,Directionality,Truth Dependent,Action,1
384,Jesus,Directionality,Truth Dependent,Certainty,1
385,AI,Directionality,Truth Dependent,Action,2
385,AI,Directionality,Truth Dependent,Certainty,-3
386,Republican,BinaryProbable,Truth Dependent,Action,3
386,Republican,BinaryProbable,Truth Dependent,Certainty,-2
387,Jesus,ThinkBelieve,Symbolic,Action,-3
387,Jesus,ThinkBelieve,Symbolic,Certainty,-3
388,Chickens,BinaryProbable,Symbolic,Action,3
388,Chickens,BinaryProbable,Symbolic,Certainty,3
389,Aliens,ThinkBelieve,Symbolic,Action,-3
389,Aliens,ThinkBelieve,Symbolic,Certainty,-3
390,Chickens,Directionality,Truth Dependent,Action,1
390,Chickens,Directionality,Truth Dependent,Certainty,2
391,Chickens,BinaryProbable,Truth Dependent,Action,1
391,Chickens,BinaryProbable,Truth Dependent,Certainty,-1
392,Jesus,Directionality,Truth Dependent,Action,-3
392,Jesus,Directionality,Truth Dependent,Certainty,-3
393,AI,BinaryProbable,Symbolic,Action,-3
393,AI,BinaryProbable,Symbolic,Certainty,-3
394,Jesus,ThinkBelieve,Truth Dependent,Action,-3
394,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
395,AI,BinaryProbable,Truth Dependent,Action,2
395,AI,BinaryProbable,Truth Dependent,Certainty,-3
396,Chickens,ThinkBelieve,Truth Dependent,Action,-3
396,Chickens,ThinkBelieve,Truth Dependent,Certainty,-3
397,Chickens,Directionality,Symbolic,Action,-1
397,Chickens,Directionality,Symbolic,Certainty,-2
398,AI,BinaryProbable,Truth Dependent,Action,2
398,AI,BinaryProbable,Truth Dependent,Certainty,-1
399,Chickens,ThinkBelieve,Truth Dependent,Action,-2
399,Chickens,ThinkBelieve,Truth Dependent,Certainty,-2
400,Aliens,Directionality,Truth Dependent,Action,-1
400,Aliens,Directionality,Truth Dependent,Certainty,-2
401,Aliens,BinaryProbable,Truth Dependent,Action,-3
401,Aliens,BinaryProbable,Truth Dependent,Certainty,-3
402,Chickens,ThinkBelieve,Symbolic,Action,-2
402,Chickens,ThinkBelieve,Symbolic,Certainty,-1
403,Republican,BinaryProbable,Truth Dependent,Action,-2
403,Republican,BinaryProbable,Truth Dependent,Certainty,-2
404,Aliens,BinaryProbable,Symbolic,Action,-1
404,Aliens,BinaryProbable,Symbolic,Certainty,-2
405,Jesus,Directionality,Truth Dependent,Action,3
405,Jesus,Directionality,Truth Dependent,Certainty,-3
406,Republican,BinaryProbable,Symbolic,Action,-1
406,Republican,BinaryProbable,Symbolic,Certainty,2
407,Aliens,ThinkBelieve,Symbolic,Action,-2
407,Aliens,ThinkBelieve,Symbolic,Certainty,-2
408,AI,ThinkBelieve,Truth Dependent,Action,-2
408,AI,ThinkBelieve,Truth Dependent,Certainty,-2
409,Chickens,BinaryProbable,Truth Dependent,Action,-1
409,Chickens,BinaryProbable,Truth Dependent,Certainty,2
410,AI,BinaryProbable,Truth Dependent,Action,1
410,AI,BinaryProbable,Truth Dependent,Certainty,-3
411,Aliens,BinaryProbable,Symbolic,Action,2
411,Aliens,BinaryProbable,Symbolic,Certainty,-2
412,Republican,ThinkBelieve,Truth Dependent,Action,0
412,Republican,ThinkBelieve,Truth Dependent,Certainty,0
413,Chickens,ThinkBelieve,Symbolic,Action,-1
413,Chickens,ThinkBelieve,Symbolic,Certainty,-1
414,Republican,ThinkBelieve,Symbolic,Action,0
414,Republican,ThinkBelieve,Symbolic,Certainty,-1
415,AI,Directionality,Truth Dependent,Action,1
415,AI,Directionality,Truth Dependent,Certainty,1
416,Jesus,Directionality,Truth Dependent,Action,2
416,Jesus,Directionality,Truth Dependent,Certainty,-2
417,Chickens,BinaryProbable,Truth Dependent,Action,3
417,Chickens,BinaryProbable,Truth Dependent,Certainty,2
418,Jesus,BinaryProbable,Symbolic,Action,-2
418,Jesus,BinaryProbable,Symbolic,Certainty,-3
419,Republican,BinaryProbable,Symbolic,Action,-2
419,Republican,BinaryProbable,Symbolic,Certainty,1
420,Chickens,ThinkBelieve,Symbolic,Action,-3
420,Chickens,ThinkBelieve,Symbolic,Certainty,-3
421,Chickens,BinaryProbable,Truth Dependent,Action,0
421,Chickens,BinaryProbable,Truth Dependent,Certainty,-1
422,Republican,Directionality,Symbolic,Action,-1
422,Republican,Directionality,Symbolic,Certainty,-2
423,Aliens,ThinkBelieve,Truth Dependent,Action,-1
423,Aliens,ThinkBelieve,Truth Dependent,Certainty,-1
424,Aliens,Directionality,Truth Dependent,Action,-1
424,Aliens,Directionality,Truth Dependent,Certainty,-2
425,Republican,Directionality,Symbolic,Action,0
425,Republican,Directionality,Symbolic,Certainty,1
426,Chickens,ThinkBelieve,Symbolic,Action,-1
426,Chickens,ThinkBelieve,Symbolic,Certainty,-1
427,Chickens,Directionality,Truth Dependent,Action,-2
427,Chickens,Directionality,Truth Dependent,Certainty,-2
428,Chickens,BinaryProbable,Symbolic,Action,-2
428,Chickens,BinaryProbable,Symbolic,Certainty,-3
429,Jesus,ThinkBelieve,Truth Dependent,Action,-2
429,Jesus,ThinkBelieve,Truth Dependent,Certainty,-1
430,Chickens,ThinkBelieve,Truth Dependent,Action,-3
430,Chickens,ThinkBelieve,Truth Dependent,Certainty,-3
431,Republican,BinaryProbable,Truth Dependent,Action,0
431,Republican,BinaryProbable,Truth Dependent,Certainty,-3
432,Jesus,Directionality,Symbolic,Action,2
432,Jesus,Directionality,Symbolic,Certainty,1
433,Republican,BinaryProbable,Truth Dependent,Action,2
433,Republican,BinaryProbable,Truth Dependent,Certainty,-3
434,AI,Directionality,Truth Dependent,Action,-2
434,AI,Directionality,Truth Dependent,Certainty,-3
435,AI,Directionality,Truth Dependent,Action,-1
435,AI,Directionality,Truth Dependent,Certainty,-1
436,Republican,BinaryProbable,Symbolic,Action,2
436,Republican,BinaryProbable,Symbolic,Certainty,2
437,Chickens,BinaryProbable,Truth Dependent,Action,0
437,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
438,Chickens,Directionality,Symbolic,Action,-1
438,Chickens,Directionality,Symbolic,Certainty,-2
439,Republican,ThinkBelieve,Symbolic,Action,0
439,Republican,ThinkBelieve,Symbolic,Certainty,0
440,Jesus,BinaryProbable,Symbolic,Action,-3
440,Jesus,BinaryProbable,Symbolic,Certainty,-3
441,Republican,Directionality,Symbolic,Action,-2
441,Republican,Directionality,Symbolic,Certainty,-2
442,AI,ThinkBelieve,Symbolic,Action,1
442,AI,ThinkBelieve,Symbolic,Certainty,1
443,Chickens,BinaryProbable,Truth Dependent,Action,3
443,Chickens,BinaryProbable,Truth Dependent,Certainty,3
444,Republican,ThinkBelieve,Truth Dependent,Action,-2
444,Republican,ThinkBelieve,Truth Dependent,Certainty,-2
445,Republican,ThinkBelieve,Truth Dependent,Action,-1
445,Republican,ThinkBelieve,Truth Dependent,Certainty,-2
446,Aliens,Directionality,Symbolic,Action,-1
446,Aliens,Directionality,Symbolic,Certainty,-2
447,Jesus,ThinkBelieve,Truth Dependent,Action,3
447,Jesus,ThinkBelieve,Truth Dependent,Certainty,-3
448,Chickens,BinaryProbable,Symbolic,Action,1
448,Chickens,BinaryProbable,Symbolic,Certainty,2
449,Aliens,Directionality,Symbolic,Action,-1
449,Aliens,Directionality,Symbolic,Certainty,-3
450,Republican,Directionality,Symbolic,Action,-1
450,Republican,Directionality,Symbolic,Certainty,-1
451,Jesus,BinaryProbable,Symbolic,Action,-2
451,Jesus,BinaryProbable,Symbolic,Certainty,1
452,AI,Directionality,Truth Dependent,Action,-1
452,AI,Directionality,Truth Dependent,Certainty,-2
453,AI,ThinkBelieve,Symbolic,Action,0
453,AI,ThinkBelieve,Symbolic,Certainty,0
454,Republican,Directionality,Symbolic,Action,0
454,Republican,Directionality,Symbolic,Certainty,0
455,Aliens,BinaryProbable,Truth Dependent,Action,0
455,Aliens,BinaryProbable,Truth Dependent,Certainty,0
456,AI,BinaryProbable,Truth Dependent,Action,-2
456,AI,BinaryProbable,Truth Dependent,Certainty,-3
457,Aliens,ThinkBelieve,Truth Dependent,Action,-3
457,Aliens,ThinkBelieve,Truth Dependent,Certainty,-3
458,Jesus,BinaryProbable,Symbolic,Action,1
458,Jesus,BinaryProbable,Symbolic,Certainty,2
459,Chickens,ThinkBelieve,Symbolic,Action,-1
459,Chickens,ThinkBelieve,Symbolic,Certainty,-2
460,Aliens,Directionality,Truth Dependent,Action,-3
460,Aliens,Directionality,Truth Dependent,Certainty,-3
461,Aliens,ThinkBelieve,Symbolic,Action,-2
461,Aliens,ThinkBelieve,Symbolic,Certainty,-3
462,Aliens,ThinkBelieve,Truth Dependent,Action,-1
462,Aliens,ThinkBelieve,Truth Dependent,Certainty,-1
463,Republican,Directionality,Truth Dependent,Action,-2
463,Republican,Directionality,Truth Dependent,Certainty,-3
464,Chickens,Directionality,Symbolic,Action,-2
464,Chickens,Directionality,Symbolic,Certainty,-3
465,Republican,ThinkBelieve,Truth Dependent,Action,-3
465,Republican,ThinkBelieve,Truth Dependent,Certainty,-3
466,Republican,Directionality,Truth Dependent,Action,-2
466,Republican,Directionality,Truth Dependent,Certainty,-2
467,Chickens,BinaryProbable,Symbolic,Action,1
467,Chickens,BinaryProbable,Symbolic,Certainty,1
468,Republican,ThinkBelieve,Symbolic,Action,0
468,Republican,ThinkBelieve,Symbolic,Certainty,-2
469,Jesus,BinaryProbable,Symbolic,Action,-3
469,Jesus,BinaryProbable,Symbolic,Certainty,-3
470,Aliens,ThinkBelieve,Truth Dependent,Action,-2
470,Aliens,ThinkBelieve,Truth Dependent,Certainty,0
471,Republican,Directionality,Symbolic,Action,-1
471,Republican,Directionality,Symbolic,Certainty,0
472,Republican,BinaryProbable,Symbolic,Action,-2
472,Republican,BinaryProbable,Symbolic,Certainty,-3
473,AI,BinaryProbable,Truth Dependent,Action,1
473,AI,BinaryProbable,Truth Dependent,Certainty,-1
474,AI,Directionality,Symbolic,Action,3
474,AI,Directionality,Symbolic,Certainty,1
475,Aliens,ThinkBelieve,Truth Dependent,Action,-2
475,Aliens,ThinkBelieve,Truth Dependent,Certainty,-2
476,Jesus,Directionality,Truth Dependent,Action,3
476,Jesus,Directionality,Truth Dependent,Certainty,3
477,AI,ThinkBelieve,Symbolic,Action,-3
477,AI,ThinkBelieve,Symbolic,Certainty,-3
478,Republican,BinaryProbable,Truth Dependent,Action,-2
478,Republican,BinaryProbable,Truth Dependent,Certainty,-3
479,Chickens,BinaryProbable,Symbolic,Action,-3
479,Chickens,BinaryProbable,Symbolic,Certainty,-3
480,Aliens,ThinkBelieve,Truth Dependent,Action,-2
480,Aliens,ThinkBelieve,Truth Dependent,Certainty,-3
481,Aliens,BinaryProbable,Truth Dependent,Action,2
481,Aliens,BinaryProbable,Truth Dependent,Certainty,3
482,Republican,ThinkBelieve,Symbolic,Action,-2
482,Republican,ThinkBelieve,Symbolic,Certainty,-2
483,Chickens,ThinkBelieve,Symbolic,Action,-3
483,Chickens,ThinkBelieve,Symbolic,Certainty,-3
484,Jesus,BinaryProbable,Symbolic,Action,-2
484,Jesus,BinaryProbable,Symbolic,Certainty,-3
485,AI,BinaryProbable,Symbolic,Action,-3
485,AI,BinaryProbable,Symbolic,Certainty,-3
486,Aliens,Directionality,Truth Dependent,Action,-2
486,Aliens,Directionality,Truth Dependent,Certainty,-2
487,Jesus,BinaryProbable,Truth Dependent,Action,-1
487,Jesus,BinaryProbable,Truth Dependent,Certainty,-2
488,Republican,BinaryProbable,Symbolic,Action,1
488,Republican,BinaryProbable,Symbolic,Certainty,2
489,Jesus,ThinkBelieve,Symbolic,Action,-3
489,Jesus,ThinkBelieve,Symbolic,Certainty,-3
490,Chickens,Directionality,Symbolic,Action,-3
490,Chickens,Directionality,Symbolic,Certainty,-3
491,Republican,Directionality,Truth Dependent,Action,3
491,Republican,Directionality,Truth Dependent,Certainty,-1
492,Chickens,BinaryProbable,Truth Dependent,Action,3
492,Chickens,BinaryProbable,Truth Dependent,Certainty,-3
493,Chickens,Directionality,Truth Dependent,Action,1
493,Chickens,Directionality,Truth Dependent,Certainty,2
494,Aliens,BinaryProbable,Truth Dependent,Action,1
494,Aliens,BinaryProbable,Truth Dependent,Certainty,2
495,Jesus,Directionality,Symbolic,Action,-2
495,Jesus,Directionality,Symbolic,Certainty,-3
496,Jesus,BinaryProbable,Truth Dependent,Action,1
496,Jesus,BinaryProbable,Truth Dependent,Certainty,-3
497,Republican,Directionality,Symbolic,Action,-2
497,Republican,Directionality,Symbolic,Certainty,-2
498,Aliens,ThinkBelieve,Truth Dependent,Action,1
498,Aliens,ThinkBelieve,Truth Dependent,Certainty,-2
499,Republican,ThinkBelieve,Truth Dependent,Action,0
499,Republican,ThinkBelieve,Truth Dependent,Certainty,-1
500,Republican,Directionality,Truth Dependent,Action,-2
500,Republican,Directionality,Truth Dependent,Certainty,0
501,AI,Directionality,Symbolic,Action,-2
501,AI,Directionality,Symbolic,Certainty,3
502,Republican,BinaryProbable,Truth Dependent,Action,-3
502,Republican,BinaryProbable,Truth Dependent,Certainty,-3
503,Jesus,Directionality,Truth Dependent,Action,0
503,Jesus,Directionality,Truth Dependent,Certainty,0
504,Republican,ThinkBelieve,Symbolic,Action,-2
504,Republican,ThinkBelieve,Symbolic,Certainty,-3
505,AI,Directionality,Symbolic,Action,-2
505,AI,Directionality,Symbolic,Certainty,2
506,Aliens,ThinkBelieve,Truth Dependent,Action,-3
506,Aliens,ThinkBelieve,Truth Dependent,Certainty,-2
507,Chickens,BinaryProbable,Symbolic,Action,-2
507,Chickens,BinaryProbable,Symbolic,Certainty,-1
508,AI,Directionality,Symbolic,Action,-1
508,AI,Directionality,Symbolic,Certainty,-1
